"anomaly_temp","unc_temp","abs_temperature_c","id_time","id_geography","id_climate"
1.46,0.39,26.76,201506,37,37201506
1.968,0.486,26.318,201507,37,37201507
1.308,0.525,25.468,201508,37,37201508
0.827,0.494,25.366999999999997,201509,37,37201509
0.696,0.689,25.536,201510,37,37201510
0.539,0.358,25.329,201511,37,37201511
-1.098,0.368,22.732,201512,37,37201512
1.016,0.838,21.726,199001,39,39199001
-1.813,0.772,21.197000000000003,199002,39,39199002
-2.149,0.775,24.371,199003,39,39199003
1.523,0.62,30.512999999999998,199004,39,39199004
0.36,0.639,30.52,199005,39,39199005
0.791,0.519,30.871,199006,39,39199006
0.218,0.488,29.008,199007,39,39199007
0.831,0.771,28.671,199008,39,39199008
0.718,0.856,28.478,199009,39,39199009
0.358,0.555,27.388,199010,39,39199010
1.644,0.635,25.994,199011,39,39199011
3.003,1.069,24.313,199012,39,39199012
0.04,0.638,20.75,199101,39,39199101
1.674,0.468,24.684,199102,39,39199102
0.823,0.369,27.343,199103,39,39199103
0.995,0.889,29.985,199104,39,39199104
-0.359,1.558,29.801000000000002,199105,39,39199105
0.924,0.587,31.003999999999998,199106,39,39199106
0.776,0.524,29.566,199107,39,39199107
0.178,0.491,28.018,199108,39,39199108
1.064,0.599,28.824,199109,39,39199109
0.603,0.409,27.633000000000003,199110,39,39199110
-0.306,0.777,24.044,199111,39,39199111
-1.455,0.725,19.854999999999997,199112,39,39199112
-1.29,0.458,19.42,199201,39,39199201
-2.905,0.381,20.105,199202,39,39199202
0.456,0.455,26.976,199203,39,39199203
0.546,0.349,29.535999999999998,199204,39,39199204
-0.433,0.564,29.727,199205,39,39199205
1.181,0.713,31.261,199206,39,39199206
0.616,0.419,29.406,199207,39,39199207
0.067,0.396,27.907,199208,39,39199208
-0.245,0.512,27.515,199209,39,39199209
0.272,0.633,27.302,199210,39,39199210
0.042,0.72,24.392000000000003,199211,39,39199211
-0.989,0.503,20.320999999999998,199212,39,39199212
-1.467,0.542,19.243000000000002,199301,39,39199301
-1.068,0.762,21.942,199302,39,39199302
-0.005,0.463,26.515,199303,39,39199303
0.55,0.472,29.54,199304,39,39199304
-0.462,1.094,29.698,199305,39,39199305
0.344,0.651,30.424,199306,39,39199306
0.653,0.513,29.442999999999998,199307,39,39199307
1.141,0.882,28.981,199308,39,39199308
1.331,0.476,29.091,199309,39,39199309
1.034,0.602,28.064,199310,39,39199310
2.563,0.636,26.913,199311,39,39199311
0.95,0.717,22.259999999999998,199312,39,39199312
1.142,0.944,21.852,199401,39,39199401
-0.918,0.585,22.092000000000002,199402,39,39199402
1.241,0.499,27.761,199403,39,39199403
1.169,1.026,30.159,199404,39,39199404
0.763,0.833,30.923000000000002,199405,39,39199405
0.396,0.962,30.476,199406,39,39199406
0.324,0.518,29.114,199407,39,39199407
0.031,0.466,27.871,199408,39,39199408
-0.034,0.493,27.726000000000003,199409,39,39199409
0.651,0.78,27.681,199410,39,39199410
-0.671,0.462,23.679000000000002,199411,39,39199411
-1.531,0.468,19.779,199412,39,39199412
-1.229,0.674,19.481,199501,39,39199501
-1.081,0.669,21.929000000000002,199502,39,39199502
1.057,0.674,27.576999999999998,199503,39,39199503
-0.072,0.455,28.918,199504,39,39199504
0.011,0.639,30.171,199505,39,39199505
1.865,0.45,31.944999999999997,199506,39,39199506
1.351,0.671,30.141,199507,39,39199507
1.415,0.465,29.255,199508,39,39199508
1.755,0.546,29.515,199509,39,39199509
0.612,0.661,27.642,199510,39,39199510
-0.855,0.447,23.495,199511,39,39199511
0.728,0.705,22.038,199512,39,39199512
0.81,0.37,21.52,199601,39,39199601
1.079,0.973,24.089000000000002,199602,39,39199602
1.489,0.405,28.009,199603,39,39199603
0.126,0.428,29.116,199604,39,39199604
1.308,0.882,31.468,199605,39,39199605
0.232,0.673,30.311999999999998,199606,39,39199606
0.798,0.641,29.588,199607,39,39199607
1.124,0.548,28.964,199608,39,39199608
1.394,0.534,29.154,199609,39,39199609
0.495,0.528,27.525000000000002,199610,39,39199610
-0.417,0.441,23.933,199611,39,39199611
0.141,0.593,21.450999999999997,199612,39,39199612
0.524,1.523,21.234,199701,39,39199701
-2.017,0.512,20.993000000000002,199702,39,39199702
-0.015,0.632,26.505,199703,39,39199703
0.469,0.462,29.459,199704,39,39199704
0.325,0.534,30.485,199705,39,39199705
0.936,0.479,31.016,199706,39,39199706
0.882,0.694,29.672,199707,39,39199707
1.513,0.68,29.353,199708,39,39199708
1.931,0.406,29.691000000000003,199709,39,39199709
1.804,0.457,28.834,199710,39,39199710
1.242,1.322,25.592000000000002,199711,39,39199711
0.398,0.426,21.708,199712,39,39199712
-0.249,0.539,20.461000000000002,199801,39,39199801
0.808,0.292,23.818,199802,39,39199802
-1.65,0.492,24.87,199803,39,39199803
1.901,0.71,30.891,199804,39,39199804
2.133,0.652,32.293,199805,39,39199805
0.887,0.679,30.967,199806,39,39199806
1.161,0.675,29.951,199807,39,39199807
0.906,0.466,28.746,199808,39,39199808
1.002,0.368,28.762,199809,39,39199809
0.68,0.769,27.71,199810,39,39199810
1.057,0.354,25.407,199811,39,39199811
1.21,0.522,22.52,199812,39,39199812
0.702,0.612,21.412,199901,39,39199901
1.673,0.804,24.683,199902,39,39199902
0.927,0.389,27.447,199903,39,39199903
0.527,0.456,29.517,199904,39,39199904
0.313,0.52,30.473,199905,39,39199905
1.001,0.705,31.081,199906,39,39199906
0.035,0.396,28.825,199907,39,39199907
0.248,0.578,28.088,199908,39,39199908
0.678,0.534,28.438000000000002,199909,39,39199909
0.342,0.652,27.372,199910,39,39199910
1.081,0.612,25.431,199911,39,39199911
0.71,1.144,22.02,199912,39,39199912
0.837,0.917,21.547,200001,39,39200001
-1.227,0.683,21.783,200002,39,39200002
-0.946,0.74,25.573999999999998,200003,39,39200003
0.739,0.936,29.729,200004,39,39200004
0.765,0.619,30.925,200005,39,39200005
0.491,0.456,30.570999999999998,200006,39,39200006
0.434,0.592,29.224,200007,39,39200007
1.048,1.345,28.887999999999998,200008,39,39200008
0.962,0.505,28.722,200009,39,39200009
-0.152,0.636,26.878,200010,39,39200010
0.417,0.461,24.767000000000003,200011,39,39200011
-0.569,0.547,20.741,200012,39,39200012
-0.627,0.738,20.083000000000002,200101,39,39200101
-0.744,0.521,22.266000000000002,200102,39,39200102
0.93,0.789,27.45,200103,39,39200103
1.285,0.476,30.275,200104,39,39200104
0.826,0.368,30.986,200105,39,39200105
0.384,0.793,30.464,200106,39,39200106
0.862,0.581,29.651999999999997,200107,39,39200107
0.921,0.479,28.761,200108,39,39200108
0.932,0.762,28.692,200109,39,39200109
0.358,0.896,27.388,200110,39,39200110
0.482,0.425,24.832,200111,39,39200111
0.762,0.397,22.072,200112,39,39200112
-1.923,1.184,18.787,200201,39,39200201
0.203,0.823,23.213,200202,39,39200202
0.501,0.785,27.021,200203,39,39200203
1.386,0.4,30.375999999999998,200204,39,39200204
1.187,0.744,31.347,200205,39,39200205
0.568,0.535,30.648,200206,39,39200206
1.444,0.446,30.233999999999998,200207,39,39200207
1.396,0.703,29.236,200208,39,39200208
1.729,0.503,29.489,200209,39,39200209
0.387,0.6,27.417,200210,39,39200210
1.076,0.736,25.426000000000002,200211,39,39200211
0.823,0.891,22.133,200212,39,39200212
0.783,0.532,21.493000000000002,200301,39,39200301
0.686,0.659,23.696,200302,39,39200302
-0.16,0.684,26.36,200303,39,39200303
1.042,0.528,30.032,200304,39,39200304
0.533,1.03,30.693,200305,39,39200305
0.245,0.336,30.325,200306,39,39200306
0.579,0.429,29.369,200307,39,39200307
0.739,0.463,28.579,200308,39,39200308
1.245,0.47,29.005000000000003,200309,39,39200309
1.082,0.429,28.112000000000002,200310,39,39200310
1.247,0.59,25.597,200311,39,39200311
0.289,0.474,21.599,200312,39,39200312
0.693,0.454,21.403000000000002,200401,39,39200401
-0.259,0.59,22.751,200402,39,39200402
-0.088,0.506,26.432,200403,39,39200403
0.89,0.548,29.88,200404,39,39200404
1.878,0.517,32.038,200405,39,39200405
0.446,0.411,30.526,200406,39,39200406
0.727,0.318,29.517,200407,39,39200407
1.359,0.362,29.198999999999998,200408,39,39200408
0.948,0.559,28.708000000000002,200409,39,39200409
1.143,0.399,28.173000000000002,200410,39,39200410
0.894,0.544,25.244,200411,39,39200411
0.994,0.929,22.304,200412,39,39200412
-0.293,0.612,20.417,200501,39,39200501
3.843,1.261,26.853,200502,39,39200502
1.819,0.549,28.339,200503,39,39200503
1.259,0.886,30.249,200504,39,39200504
0.524,0.971,30.684,200505,39,39200505
0.409,0.747,30.488999999999997,200506,39,39200506
0.885,0.438,29.675,200507,39,39200507
1.297,0.343,29.137,200508,39,39200508
1.051,0.323,28.811,200509,39,39200509
1.147,0.752,28.177,200510,39,39200510
0.458,0.485,24.808,200511,39,39200511
1.918,1.165,23.227999999999998,200512,39,39200512
3.241,0.541,23.951,200601,39,39200601
2.158,1.719,25.168000000000003,200602,39,39200602
1.309,0.341,27.829,200603,39,39200603
0.703,0.759,29.692999999999998,200604,39,39200604
0.026,0.886,30.186,200605,39,39200605
0.675,0.584,30.755,200606,39,39200606
1.177,1.026,29.967,200607,39,39200607
1.546,0.799,29.386,200608,39,39200608
1.252,0.436,29.012,200609,39,39200609
0.825,0.571,27.855,200610,39,39200610
-0.657,0.371,23.693,200611,39,39200611
-0.056,1.783,21.253999999999998,200612,39,39200612
-0.733,0.53,19.977,200701,39,39200701
1.113,0.346,24.123,200702,39,39200702
0.533,0.519,27.053,200703,39,39200703
1.861,0.282,30.851,200704,39,39200704
0.957,0.963,31.117,200705,39,39200705
0.809,0.394,30.889,200706,39,39200706
0.744,0.389,29.534,200707,39,39200707
0.528,0.934,28.368,200708,39,39200708
0.778,0.465,28.538,200709,39,39200709
0.514,0.632,27.544,200710,39,39200710
1.219,0.42,25.569000000000003,200711,39,39200711
0.549,0.571,21.858999999999998,200712,39,39200712
-0.004,0.891,20.706,200801,39,39200801
-1.374,0.944,21.636000000000003,200802,39,39200802
1.274,0.656,27.794,200803,39,39200803
-0.255,0.687,28.735,200804,39,39200804
0.23,1.024,30.39,200805,39,39200805
1.316,0.609,31.395999999999997,200806,39,39200806
0.909,0.393,29.698999999999998,200807,39,39200807
0.648,0.36,28.488,200808,39,39200808
1.032,0.704,28.792,200809,39,39200809
0.239,0.921,27.269000000000002,200810,39,39200810
1.349,0.438,25.699,200811,39,39200811
1.579,1.242,22.889,200812,39,39200812
2.145,1.22,22.855,200901,39,39200901
1.879,0.28,24.889000000000003,200902,39,39200902
0.257,0.336,26.777,200903,39,39200903
1.365,1.371,30.354999999999997,200904,39,39200904
-0.162,0.676,29.998,200905,39,39200905
0.946,1.016,31.026,200906,39,39200906
1.251,0.323,30.041,200907,39,39200907
1.333,0.411,29.173,200908,39,39200908
1.539,0.65,29.299000000000003,200909,39,39200909
1.827,0.833,28.857,200910,39,39200910
0.496,1.125,24.846,200911,39,39200911
0.874,0.479,22.183999999999997,200912,39,39200912
2.061,0.533,22.771,201001,39,39201001
3.405,0.327,26.415000000000003,201002,39,39201002
1.085,1.017,27.605,201003,39,39201003
2.352,0.423,31.342,201004,39,39201004
1.105,1.163,31.265,201005,39,39201005
1.371,0.881,31.450999999999997,201006,39,39201006
0.533,0.743,29.323,201007,39,39201007
0.847,0.594,28.687,201008,39,39201008
1.047,0.702,28.807000000000002,201009,39,39201009
1.508,0.47,28.538,201010,39,39201010
2.278,0.718,26.628,201011,39,39201011
0.365,0.585,21.674999999999997,201012,39,39201012
-0.433,0.547,20.277,201101,39,39201101
1.863,0.307,24.873,201102,39,39201102
0.334,0.444,26.854,201103,39,39201103
0.67,0.435,29.66,201104,39,39201104
0.39,0.442,30.55,201105,39,39201105
1.02,0.479,31.099999999999998,201106,39,39201106
1.581,1.101,30.371,201107,39,39201107
0.99,0.972,28.83,201108,39,39201108
1.017,0.853,28.777,201109,39,39201109
0.425,0.836,27.455000000000002,201110,39,39201110
-0.156,0.919,24.194000000000003,201111,39,39201111
0.617,0.799,21.927,201112,39,39201112
-0.734,0.91,19.976,201201,39,39201201
2.115,0.656,25.125,201202,39,39201202
-0.587,0.584,25.933,201203,39,39201203
1.613,1.317,30.602999999999998,201204,39,39201204
0.62,0.701,30.78,201205,39,39201205
0.933,1.024,31.012999999999998,201206,39,39201206
0.667,1.73,29.457,201207,39,39201207
0.932,1.822,28.772,201208,39,39201208
0.766,0.817,28.526000000000003,201209,39,39201209
0.997,0.297,28.027,201210,39,39201210
1.37,0.414,25.720000000000002,201211,39,39201211
0.225,0.78,21.535,201212,39,39201212
1.534,1.051,22.244,201301,39,39201301
1.321,0.708,24.331000000000003,201302,39,39201302
1.959,0.951,28.479,201303,39,39201303
0.51,0.94,29.5,201304,39,39201304
0.593,0.663,30.753,201305,39,39201305
0.653,0.633,30.732999999999997,201306,39,39201306
0.893,0.72,29.683,201307,39,39201307
0.597,0.868,28.437,201308,39,39201308
0.902,0.582,28.662000000000003,201309,39,39201309
0.345,0.625,27.375,201310,39,39201310
1.207,0.342,25.557000000000002,201311,39,39201311
0.989,0.752,22.299,201312,39,39201312
1.022,0.885,21.732,201401,39,39201401
0.542,0.418,23.552000000000003,201402,39,39201402
1.051,0.706,27.570999999999998,201403,39,39201403
1.119,0.467,30.108999999999998,201404,39,39201404
0.928,0.651,31.088,201405,39,39201405
1.292,0.606,31.372,201406,39,39201406
1.759,0.4,30.549,201407,39,39201407
0.716,1.942,28.556,201408,39,39201408
0.81,0.609,28.57,201409,39,39201409
0.711,0.667,27.741,201410,39,39201410
1.423,0.57,25.773000000000003,201411,39,39201411
1.445,1.322,22.755,201412,39,39201412
-0.565,0.667,20.145,201501,39,39201501
1.899,0.418,24.909000000000002,201502,39,39201502
1.516,0.628,28.036,201503,39,39201503
-0.801,1.127,28.189,201504,39,39201504
0.912,0.429,31.072,201505,39,39201505
1.492,0.454,31.572,201506,39,39201506
1.829,0.676,30.619,201507,39,39201507
1.702,0.855,29.542,201508,39,39201508
1.514,0.447,29.274,201509,39,39201509
2.097,0.64,29.127000000000002,201510,39,39201510
0.751,0.364,25.101000000000003,201511,39,39201511
-1.77,0.376,19.54,201512,39,39201512
0.353,0.173,14.073,199001,40,40199001
0.531,0.17,14.081000000000001,199002,40,40199002
0.055,0.189,12.185,199003,40,40199003
-0.187,0.212,9.273000000000001,199004,40,40199004
0.268,0.235,7.508,199005,40,40199005
0.528,0.206,5.638,199006,40,40199006
0.382,0.226,5.162,199007,40,40199007
0.899,0.179,6.739,199008,40,40199008
0.284,0.432,7.744,199009,40,40199009
0.476,0.224,9.666,199010,40,40199010
0.034,0.249,11.344000000000001,199011,40,40199011
0.081,0.147,12.860999999999999,199012,40,40199012
0.012,0.231,13.732000000000001,199101,40,40199101
0.295,0.246,13.845,199102,40,40199102
0.291,0.165,12.421000000000001,199103,40,40199103
0.68,0.201,10.14,199104,40,40199104
0.804,0.269,8.044,199105,40,40199105
0.384,0.199,5.494000000000001,199106,40,40199106
0.165,0.232,4.945,199107,40,40199107
-0.16,0.295,5.68,199108,40,40199108
0.595,0.258,8.055,199109,40,40199109
-0.231,0.228,8.959,199110,40,40199110
0.112,0.227,11.422,199111,40,40199111
-0.962,0.283,11.818,199112,40,40199112
0.77,0.202,14.49,199201,40,40199201
-0.426,0.207,13.124,199202,40,40199202
1.029,0.424,13.159,199203,40,40199203
0.289,0.223,9.749,199204,40,40199204
-0.074,0.318,7.166,199205,40,40199205
-0.28,0.313,4.83,199206,40,40199206
-1.031,0.203,3.7490000000000006,199207,40,40199207
0.202,0.239,6.042,199208,40,40199208
-0.156,0.228,7.304,199209,40,40199209
-0.048,0.277,9.142,199210,40,40199210
0.295,0.331,11.605,199211,40,40199211
0.121,0.237,12.901,199212,40,40199212
0.194,0.245,13.914000000000001,199301,40,40199301
0.461,0.201,14.011000000000001,199302,40,40199302
0.767,0.205,12.897,199303,40,40199303
0.357,0.259,9.817,199304,40,40199304
-0.095,0.264,7.1450000000000005,199305,40,40199305
0.327,0.303,5.437,199306,40,40199306
0.038,0.197,4.8180000000000005,199307,40,40199307
0.849,0.315,6.689,199308,40,40199308
0.39,0.234,7.85,199309,40,40199309
0.819,0.237,10.009,199310,40,40199310
0.175,0.227,11.485000000000001,199311,40,40199311
0.155,0.191,12.934999999999999,199312,40,40199312
0.609,0.218,14.329,199401,40,40199401
-0.389,0.251,13.161000000000001,199402,40,40199402
0.546,0.326,12.676,199403,40,40199403
0.37,0.219,9.83,199404,40,40199404
0.43,0.271,7.67,199405,40,40199405
1.075,0.329,6.1850000000000005,199406,40,40199406
-0.009,0.257,4.771,199407,40,40199407
0.448,0.226,6.288,199408,40,40199408
0.731,0.263,8.191,199409,40,40199409
0.378,0.213,9.568,199410,40,40199410
0.474,0.224,11.784,199411,40,40199411
0.824,0.232,13.604,199412,40,40199412
0.103,0.277,13.823,199501,40,40199501
-0.178,0.212,13.372,199502,40,40199502
0.06,0.189,12.190000000000001,199503,40,40199503
0.826,0.186,10.286000000000001,199504,40,40199504
0.807,0.216,8.047,199505,40,40199505
0.353,0.248,5.463,199506,40,40199506
-0.895,0.205,3.8850000000000002,199507,40,40199507
-0.742,0.272,5.098,199508,40,40199508
0.286,0.27,7.7459999999999996,199509,40,40199509
0.328,0.268,9.517999999999999,199510,40,40199510
0.316,0.245,11.626000000000001,199511,40,40199511
1.242,0.226,14.021999999999998,199512,40,40199512
-0.508,0.187,13.212,199601,40,40199601
-0.328,0.332,13.222000000000001,199602,40,40199602
0.298,0.297,12.428,199603,40,40199603
-0.114,0.202,9.346,199604,40,40199604
0.781,0.207,8.021,199605,40,40199605
-0.65,0.263,4.46,199606,40,40199606
0.617,0.223,5.397,199607,40,40199607
0.845,0.171,6.685,199608,40,40199608
0.776,0.224,8.236,199609,40,40199609
0.406,0.32,9.596,199610,40,40199610
0.297,0.296,11.607000000000001,199611,40,40199611
0.239,0.216,13.019,199612,40,40199612
0.3,0.267,14.020000000000001,199701,40,40199701
-0.586,0.26,12.964,199702,40,40199702
0.751,0.199,12.881,199703,40,40199703
1.185,0.241,10.645000000000001,199704,40,40199704
1.048,0.273,8.288,199705,40,40199705
1.179,0.281,6.289000000000001,199706,40,40199706
1.2,0.283,5.98,199707,40,40199707
1.266,0.26,7.106,199708,40,40199708
0.926,0.276,8.386,199709,40,40199709
0.234,0.284,9.424,199710,40,40199710
0.408,0.323,11.718,199711,40,40199711
0.61,0.206,13.389999999999999,199712,40,40199712
0.641,0.228,14.361,199801,40,40199801
1.009,0.18,14.559000000000001,199802,40,40199802
0.786,0.158,12.916,199803,40,40199803
0.839,0.247,10.299000000000001,199804,40,40199804
1.402,0.335,8.642,199805,40,40199805
1.226,0.424,6.336,199806,40,40199806
1.515,0.266,6.295,199807,40,40199807
0.48,0.346,6.32,199808,40,40199808
-0.388,0.24,7.072,199809,40,40199809
0.774,0.278,9.963999999999999,199810,40,40199810
0.256,0.253,11.566,199811,40,40199811
0.398,0.192,13.177999999999999,199812,40,40199812
0.158,0.403,13.878,199901,40,40199901
0.688,0.303,14.238000000000001,199902,40,40199902
0.052,0.307,12.182,199903,40,40199903
-0.079,0.364,9.381,199904,40,40199904
0.259,0.288,7.4990000000000006,199905,40,40199905
-0.284,0.342,4.8260000000000005,199906,40,40199906
0.017,0.359,4.797000000000001,199907,40,40199907
0.785,0.267,6.625,199908,40,40199908
0.626,0.291,8.086,199909,40,40199909
0.804,0.278,9.994,199910,40,40199910
0.395,0.237,11.705,199911,40,40199911
-0.049,0.277,12.731,199912,40,40199912
0.107,0.256,13.827,200001,40,40200001
-0.387,0.292,13.163,200002,40,40200002
-0.358,0.271,11.772,200003,40,40200003
0.531,0.25,9.991000000000001,200004,40,40200004
0.074,0.228,7.314,200005,40,40200005
0.169,0.312,5.279,200006,40,40200006
-0.55,0.317,4.23,200007,40,40200007
0.277,0.231,6.117,200008,40,40200008
-0.607,0.391,6.853,200009,40,40200009
0.348,0.223,9.538,200010,40,40200010
-0.522,0.247,10.788,200011,40,40200011
-0.05,0.217,12.729999999999999,200012,40,40200012
-0.044,0.218,13.676,200101,40,40200101
0.434,0.225,13.984,200102,40,40200102
-0.086,0.185,12.044,200103,40,40200103
0.154,0.204,9.614,200104,40,40200104
-0.159,0.222,7.081,200105,40,40200105
0.383,0.186,5.493,200106,40,40200106
-0.293,0.285,4.487,200107,40,40200107
0.664,0.249,6.504,200108,40,40200108
0.049,0.314,7.509,200109,40,40200109
0.774,0.234,9.963999999999999,200110,40,40200110
-0.311,0.266,10.999,200111,40,40200111
1.053,0.315,13.832999999999998,200112,40,40200112
0.178,0.298,13.898000000000001,200201,40,40200201
0.43,0.271,13.98,200202,40,40200202
-0.317,0.293,11.813,200203,40,40200203
0.07,0.233,9.530000000000001,200204,40,40200204
-0.003,0.299,7.237,200205,40,40200205
-1.038,0.286,4.072,200206,40,40200206
0.503,0.273,5.283,200207,40,40200207
0.712,0.248,6.552,200208,40,40200208
0.395,0.326,7.855,200209,40,40200209
0.222,0.249,9.411999999999999,200210,40,40200210
-0.205,0.25,11.105,200211,40,40200211
0.052,0.239,12.831999999999999,200212,40,40200212
0.22,0.243,13.940000000000001,200301,40,40200301
0.036,0.239,13.586,200302,40,40200302
0.518,0.268,12.648000000000001,200303,40,40200303
-0.105,0.204,9.355,200304,40,40200304
0.48,0.291,7.720000000000001,200305,40,40200305
1.107,0.278,6.2170000000000005,200306,40,40200306
0.871,0.313,5.651,200307,40,40200307
0.622,0.347,6.462,200308,40,40200308
0.452,0.234,7.912,200309,40,40200309
0.811,0.247,10.001,200310,40,40200310
0.418,0.301,11.728,200311,40,40200311
-0.477,0.178,12.302999999999999,200312,40,40200312
0.764,0.327,14.484,200401,40,40200401
0.666,0.235,14.216000000000001,200402,40,40200402
1.048,0.274,13.178,200403,40,40200403
0.675,0.204,10.135000000000002,200404,40,40200404
-0.324,0.385,6.916,200405,40,40200405
1.282,0.302,6.392,200406,40,40200406
0.469,0.346,5.2490000000000006,200407,40,40200407
0.767,0.332,6.607,200408,40,40200408
0.873,0.289,8.333,200409,40,40200409
0.426,0.264,9.616,200410,40,40200410
0.319,0.187,11.629000000000001,200411,40,40200411
0.579,0.304,13.359,200412,40,40200412
0.098,0.258,13.818000000000001,200501,40,40200501
1.235,0.466,14.785,200502,40,40200502
0.32,0.274,12.450000000000001,200503,40,40200503
0.077,0.357,9.537,200504,40,40200504
-0.225,0.28,7.015000000000001,200505,40,40200505
0.117,0.283,5.227,200506,40,40200506
0.704,0.305,5.484,200507,40,40200507
0.409,0.273,6.249,200508,40,40200508
-0.067,0.271,7.393,200509,40,40200509
-0.078,0.371,9.112,200510,40,40200510
0.364,0.35,11.674000000000001,200511,40,40200511
0.373,0.357,13.152999999999999,200512,40,40200512
0.466,0.335,14.186,200601,40,40200601
0.77,0.317,14.32,200602,40,40200602
0.048,0.352,12.178,200603,40,40200603
0.351,0.278,9.811,200604,40,40200604
0.365,0.282,7.605,200605,40,40200605
1.024,0.357,6.134,200606,40,40200606
1.374,0.278,6.154,200607,40,40200607
0.572,0.242,6.412,200608,40,40200608
0.685,0.38,8.145,200609,40,40200609
0.764,0.342,9.953999999999999,200610,40,40200610
0.177,0.284,11.487,200611,40,40200611
-0.07,0.355,12.709999999999999,200612,40,40200612
0.664,0.215,14.384,200701,40,40200701
-0.076,0.355,13.474,200702,40,40200702
0.338,0.348,12.468,200703,40,40200703
0.275,0.241,9.735000000000001,200704,40,40200704
-0.784,0.27,6.456,200705,40,40200705
-0.075,0.244,5.035,200706,40,40200706
-0.473,0.274,4.307,200707,40,40200707
-1.085,0.265,4.755,200708,40,40200708
0.264,0.246,7.724,200709,40,40200709
0.151,0.322,9.341,200710,40,40200710
-0.224,0.293,11.086,200711,40,40200711
-0.012,0.267,12.767999999999999,200712,40,40200712
1.022,0.239,14.742,200801,40,40200801
1.214,0.285,14.764000000000001,200802,40,40200802
0.846,0.316,12.976,200803,40,40200803
0.341,0.507,9.801,200804,40,40200804
-0.405,0.23,6.835,200805,40,40200805
0.274,0.315,5.384,200806,40,40200806
0.746,0.329,5.526,200807,40,40200807
-0.017,0.309,5.8229999999999995,200808,40,40200808
0.581,0.222,8.041,200809,40,40200809
0.594,0.315,9.783999999999999,200810,40,40200810
0.99,0.275,12.3,200811,40,40200811
1.224,0.263,14.004,200812,40,40200812
0.556,0.395,14.276,200901,40,40200901
0.564,0.273,14.114,200902,40,40200902
1.044,0.18,13.174000000000001,200903,40,40200903
1.609,0.252,11.069,200904,40,40200904
0.849,0.299,8.089,200905,40,40200905
0.784,0.327,5.894,200906,40,40200906
0.269,0.353,5.049,200907,40,40200907
0.868,0.266,6.708,200908,40,40200908
0.104,0.441,7.564,200909,40,40200909
-0.019,0.263,9.171,200910,40,40200910
-0.804,0.443,10.506,200911,40,40200911
-0.096,0.422,12.684,200912,40,40200912
0.077,0.301,13.797,201001,40,40201001
-0.336,0.339,13.214,201002,40,40201002
1.118,0.254,13.248000000000001,201003,40,40201003
0.343,0.182,9.803,201004,40,40201004
0.218,0.25,7.458,201005,40,40201005
0.505,0.305,5.615,201006,40,40201006
-0.675,0.439,4.105,201007,40,40201007
-0.185,0.277,5.655,201008,40,40201008
0.243,0.308,7.703,201009,40,40201009
0.422,0.238,9.612,201010,40,40201010
0.106,0.312,11.416,201011,40,40201011
-0.351,0.221,12.428999999999998,201012,40,40201012
0.206,0.178,13.926,201101,40,40201101
0.523,0.296,14.073,201102,40,40201102
0.011,0.254,12.141,201103,40,40201103
0.316,0.289,9.776000000000002,201104,40,40201104
0.418,0.26,7.658,201105,40,40201105
0.868,0.344,5.978000000000001,201106,40,40201106
0.101,0.331,4.881,201107,40,40201107
-0.093,0.273,5.747,201108,40,40201108
0.749,0.293,8.209,201109,40,40201109
0.26,0.324,9.45,201110,40,40201110
0.549,0.384,11.859,201111,40,40201111
1.236,0.426,14.016,201112,40,40201112
1.348,0.352,15.068000000000001,201201,40,40201201
0.104,0.41,13.654,201202,40,40201202
1.284,0.25,13.414000000000001,201203,40,40201203
0.512,0.298,9.972000000000001,201204,40,40201204
0.839,0.351,8.079,201205,40,40201205
0.836,0.235,5.946000000000001,201206,40,40201206
0.281,0.336,5.061,201207,40,40201207
0.735,0.32,6.575,201208,40,40201208
1.134,0.342,8.594,201209,40,40201209
0.281,0.267,9.471,201210,40,40201210
0.605,0.301,11.915000000000001,201211,40,40201211
-0.245,0.241,12.535,201212,40,40201212
1.429,0.271,15.149000000000001,201301,40,40201301
0.8,0.343,14.350000000000001,201302,40,40201302
-0.067,0.357,12.063,201303,40,40201303
1.024,0.359,10.484000000000002,201304,40,40201304
0.832,0.3,8.072000000000001,201305,40,40201305
1.391,0.421,6.501,201306,40,40201306
0.754,0.39,5.534000000000001,201307,40,40201307
-0.066,0.374,5.774,201308,40,40201308
-0.075,0.23,7.385,201309,40,40201309
0.717,0.294,9.907,201310,40,40201310
0.069,0.311,11.379000000000001,201311,40,40201311
0.985,0.274,13.764999999999999,201312,40,40201312
0.389,0.273,14.109,201401,40,40201401
-0.115,0.369,13.435,201402,40,40201402
-0.419,0.391,11.711,201403,40,40201403
0.281,0.317,9.741000000000001,201404,40,40201404
0.732,0.205,7.972,201405,40,40201405
0.878,0.312,5.988,201406,40,40201406
0.642,0.307,5.422000000000001,201407,40,40201407
1.665,0.358,7.505,201408,40,40201408
0.976,0.221,8.436,201409,40,40201409
1.286,0.268,10.475999999999999,201410,40,40201410
0.023,0.327,11.333,201411,40,40201411
0.011,0.332,12.790999999999999,201412,40,40201412
0.615,0.215,14.335,201501,40,40201501
0.648,0.303,14.198,201502,40,40201502
1.467,0.383,13.597000000000001,201503,40,40201503
1.623,0.336,11.083,201504,40,40201504
1.471,0.409,8.711,201505,40,40201505
1.734,0.356,6.844,201506,40,40201506
