"anomaly_temp","unc_temp","abs_temperature_c","id_time","id_geography","id_climate"
0.175,0.265,14.195,199510,2,2199510
2.193,0.59,9.803,199511,2,2199511
-0.477,0.391,2.563,199512,2,2199512
-0.482,0.371,0.19800000000000006,199601,2,2199601
0.805,0.351,4.075,199602,2,2199602
-0.522,0.352,8.058,199603,2,2199603
-0.047,0.291,14.523,199604,2,2199604
-0.809,0.407,19.061,199605,2,2199605
0.272,0.493,24.962,199606,2,2199606
0.082,0.388,26.702,199607,2,2199607
-0.092,0.38,24.868000000000002,199608,2,2199608
2.073,0.457,22.413,199609,2,2199609
-0.049,0.22,13.971,199610,2,2199610
-0.967,0.634,6.643000000000001,199611,2,2199611
1.003,0.735,4.043,199612,2,2199612
1.873,0.509,2.553,199701,2,2199701
0.023,0.232,3.293,199702,2,2199702
-0.496,0.406,8.084,199703,2,2199703
-0.276,0.206,14.294,199704,2,2199704
-1.106,0.204,18.764,199705,2,2199705
0.782,0.403,25.472,199706,2,2199706
1.449,0.302,28.069000000000003,199707,2,2199707
0.657,0.452,25.617,199708,2,2199708
1.073,0.291,21.413,199709,2,2199709
1.364,0.5,15.384,199710,2,2199710
0.012,0.496,7.622,199711,2,2199711
0.479,0.604,3.519,199712,2,2199712
1.292,0.574,1.972,199801,2,2199801
-0.714,0.547,2.556,199802,2,2199802
-0.303,0.381,8.277,199803,2,2199803
1.794,0.453,16.364,199804,2,2199804
0.345,0.153,20.215,199805,2,2199805
-0.682,0.329,24.008000000000003,199806,2,2199806
0.835,0.211,27.455000000000002,199807,2,2199807
1.284,0.494,26.244,199808,2,2199808
1.04,0.316,21.38,199809,2,2199809
0.739,0.617,14.759,199810,2,2199810
2.117,0.749,9.727,199811,2,2199811
2.928,0.3,5.968,199812,2,2199812
1.106,0.324,1.786,199901,2,2199901
3.235,0.535,6.505,199902,2,2199902
-0.124,0.239,8.456,199903,2,2199903
0.338,0.387,14.908,199904,2,2199904
0.841,0.365,20.711000000000002,199905,2,2199905
0.85,0.27,25.540000000000003,199906,2,2199906
0.412,0.349,27.032,199907,2,2199907
1.184,0.245,26.144000000000002,199908,2,2199908
1.209,0.313,21.549,199909,2,2199909
1.696,0.405,15.716,199910,2,2199910
1.079,0.191,8.689,199911,2,2199911
1.361,0.237,4.401,199912,2,2199912
1.759,0.202,2.439,200001,2,2200001
-0.204,0.234,3.066,200002,2,2200002
0.069,0.217,8.649000000000001,200003,2,2200003
3.894,0.255,18.464,200004,2,2200004
4.014,0.436,23.884,200005,2,2200005
0.321,0.363,25.011000000000003,200006,2,2200006
-0.014,0.471,26.606,200007,2,2200007
1.011,0.449,25.971,200008,2,2200008
1.618,0.31,21.958,200009,2,2200009
0.861,0.272,14.881,200010,2,2200010
-0.255,0.352,7.355,200011,2,2200011
1.533,0.35,4.573,200012,2,2200012
-0.271,0.463,0.40900000000000003,200101,2,2200101
1.035,0.476,4.305,200102,2,2200102
1.75,0.374,10.33,200103,2,2200103
2.799,0.396,17.369,200104,2,2200104
4.219,0.344,24.089000000000002,200105,2,2200105
1.671,0.364,26.361,200106,2,2200106
0.318,0.366,26.938000000000002,200107,2,2200107
0.747,0.495,25.707,200108,2,2200108
0.522,0.486,20.862,200109,2,2200109
1.134,0.201,15.154,200110,2,2200110
2.156,0.362,9.766,200111,2,2200111
2.753,0.48,5.793,200112,2,2200112
2.283,0.316,2.963,200201,2,2200201
1.181,0.371,4.4510000000000005,200202,2,2200202
2.501,0.487,11.081,200203,2,2200203
1.206,0.229,15.776,200204,2,2200204
1.708,0.347,21.578,200205,2,2200205
1.382,0.528,26.072000000000003,200206,2,2200206
0.257,0.326,26.877000000000002,200207,2,2200207
1.577,0.269,26.537,200208,2,2200208
0.518,0.222,20.858,200209,2,2200209
2.637,0.341,16.657,200210,2,2200210
1.669,0.343,9.279,200211,2,2200211
-1.152,0.942,1.8880000000000001,200212,2,2200212
2.508,0.409,3.188,200301,2,2200301
1.605,0.254,4.875,200302,2,2200302
0.445,0.201,9.025,200303,2,2200303
0.74,0.751,15.31,200304,2,2200304
-1.093,0.37,18.777,200305,2,2200305
0.217,0.653,24.907,200306,2,2200306
0.984,0.385,27.604,200307,2,2200307
0.78,0.399,25.740000000000002,200308,2,2200308
0.597,0.299,20.937,200309,2,2200309
1.642,0.26,15.661999999999999,200310,2,2200310
-0.014,0.309,7.596,200311,2,2200311
0.196,0.354,3.236,200312,2,2200312
3.173,0.375,3.853,200401,2,2200401
3.573,0.335,6.843,200402,2,2200402
3.224,0.733,11.804,200403,2,2200403
1.221,0.473,15.791,200404,2,2200404
1.781,0.348,21.651,200405,2,2200405
1.011,0.597,25.701,200406,2,2200406
0.171,0.597,26.791,200407,2,2200407
0.946,0.44,25.906000000000002,200408,2,2200408
1.131,0.475,21.471,200409,2,2200409
-0.793,0.649,13.227,200410,2,2200410
3.34,0.58,10.95,200411,2,2200411
0.416,0.302,3.456,200412,2,2200412
0.282,0.462,0.962,200501,2,2200501
-1.598,0.473,1.672,200502,2,2200502
1.869,0.26,10.449,200503,2,2200503
0.313,0.417,14.883000000000001,200504,2,2200504
-0.826,0.338,19.044,200505,2,2200505
0.76,0.565,25.450000000000003,200506,2,2200506
1.025,0.402,27.645,200507,2,2200507
0.471,0.479,25.431,200508,2,2200508
2.146,0.182,22.486,200509,2,2200509
1.593,0.262,15.613,200510,2,2200510
0.624,0.518,8.234,200511,2,2200511
1.113,0.913,4.1530000000000005,200512,2,2200512
-0.961,0.666,-0.2809999999999999,200601,2,2200601
4.886,0.424,8.156,200602,2,2200602
2.269,0.424,10.849,200603,2,2200603
1.586,0.729,16.156,200604,2,2200604
4.394,0.484,24.264000000000003,200605,2,2200605
1.055,0.421,25.745,200606,2,2200606
1.382,0.462,28.002000000000002,200607,2,2200607
1.054,0.547,26.014,200608,2,2200608
0.524,0.221,20.864,200609,2,2200609
3.913,0.428,17.933,200610,2,2200610
1.867,0.511,9.477,200611,2,2200611
-1.982,0.501,1.058,200612,2,2200612
0.431,0.771,1.111,200701,2,2200701
1.685,0.421,4.955,200702,2,2200702
0.086,0.433,8.666,200703,2,2200703
3.325,0.544,17.895,200704,2,2200704
1.75,0.388,21.62,200705,2,2200705
1.212,0.445,25.902,200706,2,2200706
0.333,0.348,26.953,200707,2,2200707
0.516,0.224,25.476,200708,2,2200708
0.606,0.25,20.946,200709,2,2200709
-1.426,0.234,12.594,200710,2,2200710
2.613,0.361,10.223,200711,2,2200711
-0.772,0.578,2.268,200712,2,2200712
-5.268,1.39,-4.588,200801,2,2200801
-2.085,0.916,1.185,200802,2,2200802
4.56,0.228,13.14,200803,2,2200803
1.611,0.451,16.181,200804,2,2200804
2.834,0.517,22.704,200805,2,2200805
2.577,0.507,27.267000000000003,200806,2,2200806
1.324,0.392,27.944000000000003,200807,2,2200807
0.862,0.22,25.822,200808,2,2200808
1.158,0.285,21.498,200809,2,2200809
1.961,0.253,15.981,200810,2,2200810
0.487,0.362,8.097,200811,2,2200811
0.784,0.294,3.824,200812,2,2200812
1.378,0.452,2.058,200901,2,2200901
2.358,0.363,5.628,200902,2,2200902
2.539,0.256,11.119,200903,2,2200903
-1.33,0.491,13.24,200904,2,2200904
1.594,0.341,21.464000000000002,200905,2,2200905
-1.303,0.438,23.387,200906,2,2200906
0.547,0.207,27.167,200907,2,2200907
1.822,0.23,26.782,200908,2,2200908
1.406,0.314,21.746,200909,2,2200909
0.046,0.592,14.065999999999999,200910,2,2200910
0.898,0.333,8.508000000000001,200911,2,2200911
0.991,0.421,4.031,200912,2,2200912
3.664,0.28,4.344,201001,2,2201001
1.372,0.413,4.642,201002,2,2201002
3.936,0.373,12.516,201003,2,2201003
2.707,0.189,17.277,201004,2,2201004
1.658,0.305,21.528000000000002,201005,2,2201005
0.609,0.39,25.299,201006,2,2201006
0.613,0.52,27.233,201007,2,2201007
0.635,0.431,25.595000000000002,201008,2,2201008
-0.272,0.482,20.068,201009,2,2201009
3.079,0.322,17.099,201010,2,2201010
0.541,0.355,8.151,201011,2,2201011
-0.526,0.649,2.5140000000000002,201012,2,2201012
0.916,0.343,1.596,201101,2,2201101
-0.361,0.33,2.909,201102,2,2201102
0.93,0.364,9.51,201103,2,2201103
1.615,0.223,16.185,201104,2,2201104
3.788,0.422,23.658,201105,2,2201105
2.467,0.34,27.157,201106,2,2201106
0.55,0.607,27.17,201107,2,2201107
2.054,0.484,27.014,201108,2,2201108
1.29,0.435,21.63,201109,2,2201109
1.325,0.324,15.344999999999999,201110,2,2201110
1.198,0.525,8.808,201111,2,2201111
-1.783,0.319,1.2570000000000001,201112,2,2201112
-0.928,0.339,-0.248,201201,2,2201201
-3.359,0.23,-0.08899999999999997,201202,2,2201202
-0.255,0.315,8.325,201203,2,2201203
1.48,0.14,16.05,201204,2,2201204
0.992,0.322,20.862000000000002,201205,2,2201205
0.353,0.419,25.043000000000003,201206,2,2201206
1.216,0.395,27.836000000000002,201207,2,2201207
1.586,0.415,26.546,201208,2,2201208
0.593,0.26,20.933,201209,2,2201209
0.666,0.209,14.686,201210,2,2201210
0.911,0.189,8.521,201211,2,2201211
-0.501,0.229,2.539,201212,2,2201212
1.26,0.202,1.94,201301,2,2201301
1.448,0.269,4.718,201302,2,2201302
2.29,0.398,10.870000000000001,201303,2,2201303
0.181,0.213,14.751,201304,2,2201304
1.457,0.268,21.327,201305,2,2201305
2.136,0.455,26.826,201306,2,2201306
1.537,0.334,28.157,201307,2,2201307
1.136,0.442,26.096,201308,2,2201308
2.624,0.279,22.964,201309,2,2201309
1.793,0.215,15.812999999999999,201310,2,2201310
0.722,0.28,8.332,201311,2,2201311
-0.163,0.266,2.8770000000000002,201312,2,2201312
1.432,0.316,2.112,201401,2,2201401
-2.985,0.342,0.28500000000000014,201402,2,2201402
-0.197,0.25,8.383000000000001,201403,2,2201403
0.678,0.246,15.248000000000001,201404,2,2201404
0.878,0.489,20.748,201405,2,2201405
1.627,0.33,26.317,201406,2,2201406
0.836,0.338,27.456,201407,2,2201407
1.078,0.341,26.038,201408,2,2201408
2.298,0.364,22.637999999999998,201409,2,2201409
0.874,0.399,14.894,201410,2,2201410
-0.209,0.358,7.401000000000001,201411,2,2201411
0.086,0.367,3.126,201412,2,2201412
2.187,0.336,2.867,201501,2,2201501
2.822,0.301,6.0920000000000005,201502,2,2201502
-0.359,0.294,8.221,201503,2,2201503
1.824,0.341,16.394000000000002,201504,2,2201504
1.968,0.363,21.838,201505,2,2201505
1.407,0.435,26.097,201506,2,2201506
1.261,0.348,27.881,201507,2,2201507
0.784,0.238,25.744,201508,2,2201508
0.053,0.228,20.393,201509,2,2201509
1.932,0.204,15.952,201510,2,2201510
0.447,0.34,8.057,201511,2,2201511
0.174,0.276,3.214,201512,2,2201512
-0.66,0.536,2.9099999999999997,199001,3,3199001
2.364,0.31,7.504,199002,3,3199002
2.761,0.39,10.521,199003,3,3199003
0.5,0.172,11.88,199004,3,3199004
0.571,0.268,16.501,199005,3,3199005
0.17,0.304,20.07,199006,3,3199006
0.934,0.259,23.094,199007,3,3199007
0.315,0.429,22.485000000000003,199008,3,3199008
-0.346,0.444,18.324,199009,3,3199009
1.829,0.144,15.509,199010,3,3199010
1.749,0.588,11.199,199011,3,3199011
-0.972,0.2,4.327999999999999,199012,3,3199012
-0.263,0.344,3.307,199101,3,3199101
-1.574,0.272,3.566,199102,3,3199102
2.333,0.227,10.093,199103,3,3199103
-1.044,0.274,10.336,199104,3,3199104
-2.719,0.233,13.211,199105,3,3199105
0.41,0.273,20.31,199106,3,3199106
-0.151,0.257,22.009,199107,3,3199107
-0.082,0.252,22.088,199108,3,3199108
0.869,0.158,19.539,199109,3,3199109
0.736,0.175,14.416,199110,3,3199110
0.214,0.211,9.664,199111,3,3199111
-3.48,0.312,1.8199999999999998,199112,3,3199112
-0.06,0.23,3.51,199201,3,3199201
-0.853,0.258,4.287,199202,3,3199202
0.021,0.33,7.781,199203,3,3199203
0.272,0.338,11.652000000000001,199204,3,3199204
0.281,0.351,16.211,199205,3,3199205
-0.406,0.309,19.494,199206,3,3199206
-0.511,0.301,21.649,199207,3,3199207
2.676,0.257,24.846000000000004,199208,3,3199208
0.635,0.299,19.305000000000003,199209,3,3199209
2.156,0.297,15.836,199210,3,3199210
0.634,0.341,10.084,199211,3,3199211
-0.991,0.285,4.309,199212,3,3199212
-0.329,0.694,3.2409999999999997,199301,3,3199301
-2.155,0.367,2.985,199302,3,3199302
-0.973,0.17,6.787,199303,3,3199303
0.379,0.194,11.759,199304,3,3199304
1.083,0.174,17.012999999999998,199305,3,3199305
1.053,0.282,20.953,199306,3,3199306
0.268,0.28,22.428,199307,3,3199307
1.902,0.279,24.072000000000003,199308,3,3199308
0.398,0.195,19.068,199309,3,3199309
2.345,0.389,16.025,199310,3,3199310
-1.267,0.313,8.183,199311,3,3199311
1.714,0.504,7.013999999999999,199312,3,3199312
2.523,0.407,6.093,199401,3,3199401
0.542,0.354,5.6819999999999995,199402,3,3199402
2.384,0.245,10.144,199403,3,3199403
0.741,0.396,12.121,199404,3,3199404
1.384,0.143,17.314,199405,3,3199405
0.415,0.273,20.314999999999998,199406,3,3199406
1.505,0.393,23.665,199407,3,3199407
2.333,0.248,24.503,199408,3,3199408
3.039,0.202,21.709000000000003,199409,3,3199409
1.302,0.291,14.982,199410,3,3199410
0.129,0.311,9.578999999999999,199411,3,3199411
-0.145,0.35,5.155,199412,3,3199412
-0.04,0.391,3.53,199501,3,3199501
2.6,0.349,7.74,199502,3,3199502
-0.423,0.31,7.337,199503,3,3199503
-0.723,0.213,10.657,199504,3,3199504
-0.249,0.303,15.681,199505,3,3199505
0.588,0.38,20.488,199506,3,3199506
1.196,0.232,23.356,199507,3,3199507
-0.797,0.18,21.373,199508,3,3199508
-1.035,0.304,17.635,199509,3,3199509
0.046,0.197,13.725999999999999,199510,3,3199510
-2.752,0.326,6.6979999999999995,199511,3,3199511
1.745,0.384,7.045,199512,3,3199512
1.22,0.21,4.79,199601,3,3199601
-0.934,0.333,4.2059999999999995,199602,3,3199602
-2.304,0.27,5.4559999999999995,199603,3,3199603
-0.521,0.153,10.859,199604,3,3199604
1.404,0.24,17.334,199605,3,3199605
1.354,0.268,21.253999999999998,199606,3,3199606
0.263,0.252,22.423000000000002,199607,3,3199607
0.601,0.188,22.771,199608,3,3199608
-2.285,0.323,16.385,199609,3,3199609
-0.695,0.246,12.985,199610,3,3199610
0.923,0.321,10.373,199611,3,3199611
0.624,0.217,5.9239999999999995,199612,3,3199612
2.286,0.21,5.856,199701,3,3199701
0.918,0.183,6.058,199702,3,3199702
0.198,0.098,7.958,199703,3,3199703
-3.514,0.318,7.866000000000001,199704,3,3199704
1.255,0.343,17.185,199705,3,3199705
1.462,0.307,21.362,199706,3,3199706
0.35,0.348,22.51,199707,3,3199707
-0.703,0.316,21.467000000000002,199708,3,3199708
0.274,0.195,18.944000000000003,199709,3,3199709
-1.403,0.361,12.277,199710,3,3199710
0.49,0.27,9.94,199711,3,3199711
0.586,0.184,5.886,199712,3,3199712
2.188,0.293,5.758,199801,3,3199801
2.195,0.265,7.334999999999999,199802,3,3199802
-1.484,0.225,6.276,199803,3,3199803
1.365,0.173,12.745000000000001,199804,3,3199804
0.105,0.369,16.035,199805,3,3199805
1.479,0.214,21.378999999999998,199806,3,3199806
1.785,0.222,23.945,199807,3,3199807
2.359,0.343,24.529000000000003,199808,3,3199808
-0.11,0.254,18.560000000000002,199809,3,3199809
0.992,0.224,14.672,199810,3,3199810
-1.317,0.139,8.133,199811,3,3199811
-2.261,0.261,3.0389999999999997,199812,3,3199812
0.903,0.259,4.473,199901,3,3199901
-1.484,0.322,3.6559999999999997,199902,3,3199902
0.645,0.146,8.405,199903,3,3199903
0.802,0.242,12.182,199904,3,3199904
1.553,0.277,17.483,199905,3,3199905
1.269,0.223,21.168999999999997,199906,3,3199906
0.761,0.327,22.921,199907,3,3199907
1.699,0.166,23.869000000000003,199908,3,3199908
1.425,0.136,20.095000000000002,199909,3,3199909
1.759,0.231,15.439,199910,3,3199910
0.142,0.178,9.591999999999999,199911,3,3199911
1.316,0.212,6.616,199912,3,3199912
-2.687,0.332,0.883,200001,3,3200001
0.034,0.115,5.1739999999999995,200002,3,3200002
-0.07,0.174,7.6899999999999995,200003,3,3200003
2.303,0.136,13.683,200004,3,3200004
2.224,0.267,18.154,200005,3,3200005
1.75,0.254,21.65,200006,3,3200006
1.223,0.142,23.383,200007,3,3200007
1.91,0.267,24.080000000000002,200008,3,3200008
0.486,0.132,19.156000000000002,200009,3,3200009
1.217,0.149,14.897,200010,3,3200010
2.675,0.218,12.125,200011,3,3200011
1.5,0.333,6.8,200012,3,3200012
3.025,0.287,6.595,200101,3,3200101
1.53,0.215,6.67,200102,3,3200102
4.416,0.314,12.176,200103,3,3200103
-0.17,0.139,11.21,200104,3,3200104
1.657,0.205,17.587,200105,3,3200105
0.335,0.201,20.235,200106,3,3200106
1.747,0.251,23.907,200107,3,3200107
2.468,0.34,24.638,200108,3,3200108
0.265,0.236,18.935000000000002,200109,3,3200109
2.523,0.197,16.203,200110,3,3200110
-0.634,0.245,8.815999999999999,200111,3,3200111
-4.381,0.47,0.9189999999999996,200112,3,3200112
-0.935,0.423,2.635,200201,3,3200201
3.042,0.515,8.181999999999999,200202,3,3200202
2.714,0.165,10.474,200203,3,3200203
0.474,0.149,11.854000000000001,200204,3,3200204
1.108,0.243,17.038,200205,3,3200205
2.014,0.155,21.913999999999998,200206,3,3200206
1.609,0.217,23.769,200207,3,3200207
-0.036,0.226,22.134,200208,3,3200208
-1.14,0.227,17.53,200209,3,3200209
0.246,0.205,13.926,200210,3,3200210
1.158,0.138,10.607999999999999,200211,3,3200211
0.575,0.254,5.875,200212,3,3200212
2.407,0.196,5.977,200301,3,3200301
-3.292,0.204,1.8479999999999999,200302,3,3200302
-0.405,0.202,7.3549999999999995,200303,3,3200303
-0.715,0.181,10.665000000000001,200304,3,3200304
3.246,0.257,19.176,200305,3,3200305
3.591,0.254,23.491,200306,3,3200306
2.199,0.342,24.359,200307,3,3200307
2.921,0.254,25.091,200308,3,3200308
-0.265,0.249,18.405,200309,3,3200309
0.42,0.148,14.1,200310,3,3200310
1.382,0.216,10.831999999999999,200311,3,3200311
0.017,0.197,5.317,200312,3,3200312
-0.397,0.424,3.173,200401,3,3200401
0.397,0.216,5.537,200402,3,3200402
0.655,0.212,8.415,200403,3,3200403
1.458,0.113,12.838000000000001,200404,3,3200404
-1.153,0.254,14.777,200405,3,3200405
0.537,0.346,20.436999999999998,200406,3,3200406
1.037,0.312,23.197,200407,3,3200407
0.334,0.216,22.504,200408,3,3200408
0.457,0.202,19.127000000000002,200409,3,3200409
2.53,0.242,16.21,200410,3,3200410
-0.354,0.183,9.096,200411,3,3200411
1.432,0.246,6.731999999999999,200412,3,3200412
0.26,0.18,3.83,200501,3,3200501
-2.368,0.255,2.772,200502,3,3200502
-0.121,0.104,7.638999999999999,200503,3,3200503
0.136,0.32,11.516,200504,3,3200504
1.433,0.164,17.363,200505,3,3200505
0.225,0.281,20.125,200506,3,3200506
1.215,0.204,23.375,200507,3,3200507
-0.094,0.271,22.076,200508,3,3200508
0.806,0.263,19.476000000000003,200509,3,3200509
0.004,0.279,13.684,200510,3,3200510
-0.982,0.267,8.468,200511,3,3200511
0.144,0.181,5.444,200512,3,3200512
-1.355,0.39,2.215,200601,3,3200601
-0.733,0.09,4.407,200602,3,3200602
0.27,0.38,8.03,200603,3,3200603
1.434,0.141,12.814,200604,3,3200604
0.888,0.237,16.818,200605,3,3200605
0.377,0.25,20.276999999999997,200606,3,3200606
1.11,0.352,23.27,200607,3,3200607
0.537,0.178,22.707,200608,3,3200608
0.723,0.239,19.393,200609,3,3200609
1.589,0.187,15.269,200610,3,3200610
-1.343,0.273,8.107,200611,3,3200611
0.226,0.295,5.526,200612,3,3200612
2.817,0.262,6.3870000000000005,200701,3,3200701
2.222,0.288,7.362,200702,3,3200702
2.106,0.093,9.866,200703,3,3200703
1.756,0.178,13.136000000000001,200704,3,3200704
1.866,0.184,17.796,200705,3,3200705
2.464,0.247,22.363999999999997,200706,3,3200706
2.932,0.272,25.092,200707,3,3200707
1.951,0.219,24.121000000000002,200708,3,3200708
-0.76,0.182,17.91,200709,3,3200709
0.078,0.215,13.758,200710,3,3200710
-1.492,0.257,7.957999999999999,200711,3,3200711
-1.377,0.187,3.923,200712,3,3200712
1.137,0.36,4.707,200801,3,3200801
0.844,0.202,5.984,200802,3,3200802
1.98,0.297,9.74,200803,3,3200803
1.099,0.245,12.479000000000001,200804,3,3200804
1.165,0.227,17.095,200805,3,3200805
1.858,0.198,21.758,200806,3,3200806
1.629,0.202,23.789,200807,3,3200807
2.429,0.234,24.599,200808,3,3200808
-0.301,0.142,18.369000000000003,200809,3,3200809
1.043,0.105,14.722999999999999,200810,3,3200810
1.268,0.181,10.718,200811,3,3200811
1.043,0.315,6.343,200812,3,3200812
1.405,0.251,4.975,200901,3,3200901
-0.416,0.168,4.723999999999999,200902,3,3200902
0.097,0.184,7.857,200903,3,3200903
1.751,0.219,13.131,200904,3,3200904
2.251,0.288,18.181,200905,3,3200905
0.522,0.298,20.421999999999997,200906,3,3200906
1.53,0.277,23.69,200907,3,3200907
1.846,0.259,24.016000000000002,200908,3,3200908
1.434,0.241,20.104000000000003,200909,3,3200909
0.3,0.228,13.98,200910,3,3200910
0.814,0.351,10.264,200911,3,3200911
2.424,0.232,7.724,200912,3,3200912
1.372,0.211,4.942,201001,3,3201001
0.949,0.206,6.0889999999999995,201002,3,3201002
0.944,0.263,8.704,201003,3,3201003
1.747,0.208,13.127,201004,3,3201004
0.91,0.23,16.84,201005,3,3201005
0.849,0.267,20.749,201006,3,3201006
1.521,0.284,23.681,201007,3,3201007
2.303,0.358,24.473000000000003,201008,3,3201008
0.131,0.242,18.801000000000002,201009,3,3201009
-0.663,0.239,13.017,201010,3,3201010
2.775,0.208,12.225,201011,3,3201011
0.692,0.271,5.992,201012,3,3201012
0.756,0.397,4.326,201101,3,3201101
0.715,0.292,5.8549999999999995,201102,3,3201102
0.892,0.132,8.652,201103,3,3201103
1.198,0.278,12.578000000000001,201104,3,3201104
0.472,0.332,16.402,201105,3,3201105
1.271,0.249,21.171,201106,3,3201106
1.326,0.377,23.486,201107,3,3201107
2.141,0.323,24.311,201108,3,3201108
3.574,0.255,22.244,201109,3,3201109
-0.441,0.232,13.238999999999999,201110,3,3201110
-1.298,0.207,8.152,201111,3,3201111
0.488,0.286,5.788,201112,3,3201112
-1.297,0.392,2.2729999999999997,201201,3,3201201
-2.659,0.472,2.481,201202,3,3201202
1.875,0.184,9.635,201203,3,3201203
1.036,0.288,12.416,201204,3,3201204
0.675,0.261,16.605,201205,3,3201205
3.056,0.137,22.956,201206,3,3201206
3.881,0.301,26.041,201207,3,3201207
2.836,0.329,25.006,201208,3,3201208
2.226,0.246,20.896,201209,3,3201209
2.714,0.227,16.394,201210,3,3201210
2.467,0.218,11.917,201211,3,3201211
-0.792,0.392,4.508,201212,3,3201212
1.624,0.317,5.194,201301,3,3201301
1.166,0.308,6.305999999999999,201302,3,3201302
1.351,0.2,9.111,201303,3,3201303
2.534,0.145,13.914000000000001,201304,3,3201304
2.07,0.209,18,201305,3,3201305
0.897,0.174,20.796999999999997,201306,3,3201306
1.39,0.231,23.55,201307,3,3201307
2.443,0.154,24.613000000000003,201308,3,3201308
0.75,0.169,19.42,201309,3,3201309
1.52,0.095,15.2,201310,3,3201310
1.861,0.273,11.311,201311,3,3201311
-0.139,0.208,5.161,201312,3,3201312
3.435,0.425,7.005,201401,3,3201401
3.479,0.299,8.619,201402,3,3201402
2.217,0.293,9.977,201403,3,3201403
0.814,0.245,12.194,201404,3,3201404
-0.036,0.191,15.894,201405,3,3201405
0.801,0.163,20.700999999999997,201406,3,3201406
0.276,0.293,22.436,201407,3,3201407
1.239,0.268,23.409000000000002,201408,3,3201408
0.021,0.183,18.691000000000003,201409,3,3201409
0.894,0.199,14.574,201410,3,3201410
1.761,0.402,11.210999999999999,201411,3,3201411
1.21,0.354,6.51,201412,3,3201412
0.942,0.297,4.512,201501,3,3201501
0.284,0.259,5.4239999999999995,201502,3,3201502
0.425,0.202,8.185,201503,3,3201503
0.304,0.253,11.684000000000001,201504,3,3201504
2.171,0.294,18.101,201505,3,3201505
0.872,0.203,20.772,201506,3,3201506
3.295,0.162,25.455,201507,3,3201507
2.561,0.253,24.731,201508,3,3201508
2.437,0.216,21.107000000000003,201509,3,3201509
1.171,0.239,14.850999999999999,201510,3,3201510
1.609,0.269,11.059,201511,3,3201511
0.465,0.409,5.765,201512,3,3201512
